set_title,set_description,set_subject,set_topic,set_year_group,question_text,answer_text
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'productivity' in economics?,The amount of output produced per unit of input.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,How do tax reforms influence the economy?,Can affect incentives for work, saving, and investment.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'competition policy'?,Government policies aimed at promoting competition and preventing monopolies.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is the role of the ACCC?,To enforce the Competition and Consumer Act and promote fair trading.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'labour market deregulation'?,Reducing government intervention in the labour market, such as minimum wages or conditions.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What are the 'time lags' in economic policy?,The delay between a policy decision and its full effect on the economy.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'policy mix'?,The combination of monetary, fiscal, and microeconomic policies used to manage the economy.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is the 'economic integration' of regions?,The process by which countries reduce trade barriers among themselves, often forming free trade areas or common markets.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is a 'customs union'?,A free trade area with a common external tariff.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is a 'common market'?,A customs union that also allows for the free movement of labour and capital.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is an 'economic union'?,A common market with harmonised economic policies.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is the 'Bretton Woods System'?,A system of fixed exchange rates established after WWII that lasted until the early 1970s.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is a 'dirty float'?,A managed floating exchange rate system where central banks intervene occasionally to influence the currency's value.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is 'currency manipulation'?,When a country's central bank intervenes in the foreign exchange market to deliberately lower the value of its currency to gain a trade advantage.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What are 'remittances' in the Balance of Payments?,Money sent home by migrant workers.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is 'income deficit' (Net Primary Income)?',When debits on interest, profits, and dividends paid to foreigners exceed credits received from abroad.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is 'disguised unemployment'?,When people are working but their contribution to output is very low, often in the informal sector.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are 'leading indicators' of economic activity?,Data that usually predict future economic activity (e.g., building approvals, share prices).
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are 'lagging indicators' of economic activity?,Data that usually confirm past economic trends (e.g., unemployment rate, inflation).
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are 'coincident indicators' of economic activity?,Data that move in line with the current economic cycle (e.g., retail sales, manufacturing output).
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the 'Pareto efficiency' in resource allocation?,A state where resources are allocated in the most economically efficient manner, and no one can be made better off without making another individual worse off.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is 'public goods'?,Goods that are non-rivalrous (one person's consumption does not reduce another's) and non-excludable (difficult to prevent people from consuming them).
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are 'common access resources'?,Resources that are non-excludable but rivalrous (e.g., fish stocks, clean air), leading to the "tragedy of the commons".
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is 'structural unemployment'?,Unemployment caused by a mismatch between the skills of job seekers and the skills required by available jobs, often due to technological change.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is 'frictional unemployment'?,Unemployment that arises because individuals are in the process of moving from one job to another.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is 'cyclical unemployment'?,Unemployment that results from a downturn in the business cycle (lack of aggregate demand).
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'contestable markets' theory?,Suggests that even in concentrated markets, the threat of potential entry by new firms can limit the power of existing firms.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What are the 'strengths' of monetary policy?,Flexibility, short implementation lag, politically neutral.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What are the 'weaknesses' of monetary policy?,Blunt instrument, impact lags, less effective in a recession (liquidity trap).
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What are the 'strengths' of fiscal policy?,Targeted, can directly stimulate demand, effective in a recession.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What are the 'weaknesses' of fiscal policy?,Political constraints, long implementation lag, crowding out effect.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'microeconomic reform'?,Policies designed to improve resource allocation and productivity at the industry or firm level.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'wage indexation'?,The practice of adjusting wages in line with inflation, often contributing to a wage-price spiral.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'wage moderation'?,Policies aimed at keeping wage growth in line with productivity growth to avoid inflationary pressures.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'infrastructure spending'?,Government investment in public works such as roads, railways, and communication networks, which can boost productivity and growth.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'privatisation'?,The transfer of ownership of a public enterprise to the private sector.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is 'global economic governance'?,The rules, institutions, and processes that seek to manage global economic issues, involving international organisations like the IMF and WTO.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is operations management?,The processes involved in transforming inputs into outputs in a business.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is a 'transformation process' in operations?,The activities involved in converting inputs into outputs.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What are 'inputs' in operations?,Resources used in the production process (e.g., raw materials, labour, capital).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What are 'outputs' in operations?,The final goods or services produced by the business.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is 'supply chain management (SCM)'?,The process of managing the flow of goods and services, from raw materials to final consumption.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is 'inventory management'?,The process of overseeing and controlling the ordering, storage, and use of components that a company uses in the production of the items it sells.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is 'quality management'?,Ensuring that products or services consistently meet customer expectations and standards.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is 'new product design and development'?,The process of creating a new product or service from idea generation to market launch.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is 'cost-based competition'?,When businesses compete primarily on the basis of offering the lowest prices.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What are the four 'Vs' of operations processes?,Volume, Variety, Variation, Visibility.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is the role of marketing?,To identify and satisfy consumer needs and wants profitably.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What are the 'Four Ps' of the marketing mix?,Product, Price, Promotion, Place.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'market segmentation'?,Dividing the total market into segments or groups with similar characteristics.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'target market'?,The specific group of customers to whom a company aims its products and services.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'product positioning'?,Creating an image or identity for a product, brand, or company in the minds of the target market.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'branding'?,The process of creating a unique name and image for a product in the consumer's mind, mainly through advertising campaigns.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'price skimming'?,Setting a high price for a new product to recoup development costs quickly before competitors enter the market.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'penetration pricing'?,Setting a low price for a new product to attract a large number of buyers and gain market share quickly.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'promotion' in the marketing mix?,Activities that inform, persuade, and remind target customers about an organisation or its products.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is a 'distribution channel'?,The path or route through which goods and services travel from the producer to the consumer.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is the role of finance?,To manage a business's money and assets.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What are 'cash flow statements'?,Financial reports that show the movement of cash into and out of a business over a period of time.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is a 'balance sheet'?,A financial statement that provides a snapshot of a company's financial position at a specific point in time (assets, liabilities, equity).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is an 'income statement' (Profit and Loss Statement)?,A financial statement that summarises a company's revenues, expenses, and profit or loss over a period of time.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'liquidity'?,The ability of a business to meet its short-term financial obligations.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'profitability'?,The ability of a business to generate profit from its operations.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'gearing' (leverage)?,The proportion of a business's assets that are financed by debt.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'equity finance'?,Funds raised by selling ownership shares in the business (e.g., issuing shares).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'debt finance'?,Funds raised by borrowing money (e.g., loans, debentures).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'working capital management'?,Managing current assets and current liabilities to ensure a business has sufficient liquidity.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is the role of human resources?,Managing the relationship between employers and employees.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'acquisition' in HR?,The process of finding and attracting qualified job applicants.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'development' in HR?,Training and developing employees to improve their skills and performance.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'maintenance' in HR?,The process of retaining employees through fair treatment, rewards, and a positive work environment.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'separation' in HR?,The process of employees leaving the business (e.g., resignation, dismissal, redundancy).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'job analysis'?,The process of identifying and determining in detail the particular job duties and requirements and the relative importance of these duties.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'recruitment'?,The process of attracting qualified candidates for job vacancies.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'training and development'?,Activities designed to improve employees' skills, knowledge, and abilities.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'performance management'?,The process of setting goals, monitoring performance, and providing feedback to employees.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'work-life balance'?,The ability of individuals to effectively manage their work and personal responsibilities.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'management'?,The process of coordinating a business's resources to achieve its goals.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'leadership'?,The ability to influence and motivate employees to achieve business objectives.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'corporate social responsibility (CSR)'?,A business's commitment to operate in an ethical and sustainable manner, contributing to economic development while improving the quality of life of the workforce and their families as well as of the local community and society at large.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'business ethics'?,The moral principles and standards that guide business behaviour.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is a 'stakeholder'?,Any individual or group who has an interest in or is affected by the activities of a business.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is a 'vision statement'?,A statement that broadly states what the business aspires to achieve.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is a 'mission statement'?,A statement that expresses the business's core purpose and how it will achieve its vision.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'strategic planning'?,Long-term planning that involves setting overall goals and deciding on courses of action to achieve them.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'contingency planning'?,Preparing for unexpected events or disruptions that could impact the business.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'change management'?,The process of managing the transition of a business from its current state to a desired future state.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is 'globalisation's' influence on operations?,Increased pressure to reduce costs, improve quality, and innovate due to global competition.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,How does 'technology' influence operations?,Can improve efficiency, automate processes, and enhance product quality.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What are 'performance objectives' in operations?,Goals related to quality, speed, dependability, flexibility, customisation, and cost.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is 'Just In Time (JIT)' inventory management?,A system where materials are delivered just as they are needed for production, minimising holding costs.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Operations,Year 12,What is 'Total Quality Management (TQM)'?,A comprehensive approach to quality where all employees are involved in improving quality.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'market research'?,The process of systematically gathering, recording, and analysing information about customers and markets.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'psychological pricing'?,Setting prices that appeal to customers' emotions rather than rationality (e.g., $9.99 instead of $10).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'personal selling'?,Direct, face-to-face communication between a salesperson and a potential customer.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'e-marketing'?,The use of the internet and digital technologies to advertise and sell products.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Marketing,Year 12,What is 'public relations (PR)'?,Building and maintaining a positive image and relationship between an organisation and its public.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'debt-to-equity ratio'?,A gearing ratio that compares total debt to total equity.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'revenue'?,The income a business receives from its normal business activities.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What are 'expenses'?,The costs incurred in earning revenue.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is a 'financial institution'?,Organisations that provide financial services, such as banks, credit unions, and insurance companies.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Finance,Year 12,What is 'global financial management'?,Managing financial activities across international borders, including exchange rate management.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'industrial relations'?,The relationship between employers and employees, usually in a unionised context.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'work health and safety (WHS)'?,Legislation and practices designed to protect the health, safety, and welfare of workers.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'ethical and legal compliance' in HR?,Ensuring that all HR practices adhere to relevant laws and ethical standards.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'staffing'?,The process of finding, attracting, and selecting the most qualified applicants for job openings.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Human Resources,Year 12,What is 'flexible work arrangements'?,Options for employees regarding working hours, location, or patterns (e.g., part-time, telecommuting).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'autocratic leadership style'?,Where the leader makes decisions independently and expects strict obedience.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'democratic leadership style'?,Where the leader involves employees in decision-making.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'laissez-faire leadership style'?,Where the leader provides minimal direction and allows employees to make most decisions.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'recession' in the business cycle?,A significant decline in economic activity spread across the economy, lasting more than a few months.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'boom' in the business cycle?,A period of rapid economic growth and high employment.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'global business'?,A business that operates in more than one country.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What are 'external influences' on business?,Factors outside the control of the business (e.g., economic, social, technological, political).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What are 'internal influences' on business?,Factors within the control of the business (e.g., management, employees, culture).
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'corporate culture'?,The shared values, beliefs, and practices within a business.
HSC Business Studies,Understanding business operations and strategies,Business Studies,Business Management,Year 12,What is 'risk management'?,Identifying, assessing, and controlling threats to an organisation's capital and earnings.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the 'rule of law'?,The principle that all people and institutions are subject to and accountable to law that is fairly applied and enforced.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'common law'?,Law developed by judges through decisions of courts and similar tribunals, rather than through legislative statutes.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'statute law'?,Law made by parliament.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the 'adversary system'?,A system of law where two opposing sides present their arguments to a neutral third party (judge or jury).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'precedent'?,A legal principle established by a court in an earlier case that is followed by other courts when deciding later cases with similar issues.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the 'separation of powers'?,The division of government responsibilities into distinct branches (legislature, executive, judiciary) to prevent abuse of power.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'jurisdiction'?,The official power to make legal decisions and judgments.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'delegated legislation'?,Laws made by non-parliamentary bodies (e.g., government departments, local councils) under the authority of an Act of Parliament.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the 'Magna Carta'?,A historic document that limited the power of the monarch and influenced the development of democratic rights.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the 'Constitution' of Australia?,The fundamental law of Australia that establishes its system of government.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What are 'human rights'?,Inalienable rights inherent to all human beings, regardless of race, sex, nationality, ethnicity, language, religion, or any other status.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the 'Universal Declaration of Human Rights (UDHR)'?,A landmark document adopted by the United Nations General Assembly in 1948, outlining fundamental human rights.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'soft law' in international human rights?,Non-binding declarations, resolutions, or guidelines (e.g., UDHR).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'hard law' in international human rights?,Binding treaties or conventions (e.g., ICCPR, ICESCR).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the 'International Covenant on Civil and Political Rights (ICCPR)'?,A binding international human rights treaty that sets out civil and political rights.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the 'International Covenant on Economic, Social and Cultural Rights (ICESCR)'?,A binding international human rights treaty that sets out economic, social, and cultural rights.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'state sovereignty'?,The power of a nation-state to govern itself and determine its own laws without external interference.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the role of the 'United Nations (UN)' in human rights?,To promote and protect human rights globally through conventions, declarations, and other mechanisms.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the 'ICC' (International Criminal Court)?,An international tribunal established to prosecute individuals for international crimes of genocide, crimes against humanity, war crimes, and the crime of aggression.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'genocide'?,The deliberate killing of a large number of people from a particular nation or ethnic group with the aim of destroying that nation or group.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'crime'?,An act or omission that is punishable by law.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'mens rea'?,The 'guilty mind' or intent to commit a crime.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'actus reus'?,The 'guilty act' or the physical act of committing a crime.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is a 'summary offence'?,A less serious criminal offence, dealt with by a magistrate in a Local Court.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is an 'indictable offence'?,A more serious criminal offence, heard before a judge and jury in a District or Supreme Court.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'bail'?,The temporary release of an accused person awaiting trial, sometimes on condition that a sum of money is lodged to guarantee their appearance in court.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'doli incapax'?,The legal presumption that a child under a certain age (e.g., 10 in NSW) is incapable of forming criminal intent.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'sentencing'?,The judicial determination of a legal penalty for an offender.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is a 'deterrent' in sentencing?,A penalty designed to discourage the offender and others from committing similar crimes.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'rehabilitation' in sentencing?,A penalty designed to reform the offender and reintegrate them into society.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'terrorism'?,The unlawful use of violence and intimidation, especially against civilians, in the pursuit of political aims.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What are 'transnational crimes'?,Crimes that cross national borders (e.g., human trafficking, drug trafficking).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'cybercrime'?,Criminal activities carried out by means of computers or the internet.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What are 'refugees'?,People who have been forced to leave their country in order to escape war, persecution, or natural disaster.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'asylum seeker'?,A person who has left their home country and applied for protection as a refugee in another country but whose claim has not yet been assessed.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'crimes against humanity'?,Widespread or systematic attacks directed against any civilian population.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'Responsibility to Protect (R2P)' principle?,A global political commitment endorsed by all UN member states to prevent mass atrocity crimes (genocide, war crimes, ethnic cleansing, crimes against humanity).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'self-determination' in international law?,The right of a people to determine their own political status and freely pursue their economic, social, and cultural development.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'Indigenous customary law'?,The traditional laws and practices of Aboriginal and Torres Strait Islander peoples.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'justice reinvestment'?,An approach to criminal justice that diverts funds from prisons to communities with high rates of incarceration to address the underlying causes of crime.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is a 'bicameral parliament'?,A parliament consisting of two houses (e.g., House of Representatives and Senate in Australia).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the 'Doctrine of Precedent'?,The legal principle by which judges are obliged to respect the rulings of previous cases (stare decisis).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'ratio decidendi'?,The legal reason for a judge's decision, which forms a binding precedent.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'obiter dicta'?,Remarks made by a judge that are not essential to the decision but may provide guidance for future cases (non-binding).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the difference between civil law and criminal law?,Civil law deals with disputes between individuals/organisations; criminal law deals with acts against the state.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'equity' in law?,A body of law that developed to provide remedies where common law remedies were inadequate.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is 'terra nullius'?,A Latin term meaning 'land belonging to no one', a concept used by the British to justify the colonisation of Australia.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the 'Mabo Decision'?,A landmark High Court case (1992) that overturned 'terra nullius' and recognised Native Title in Australia.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is a 'referendum'?,A vote by the electorate on a single political question that has been referred to them for a direct decision (required to change the Australian Constitution).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,The Legal System,Year 12,What is the 'High Court of Australia'?,The highest court in the Australian judicial system, with original and appellate jurisdiction.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'positive rights'?,Rights that require government action to ensure they are realised (e.g., right to education, healthcare).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'negative rights'?,Rights that protect individuals from government interference (e.g., freedom of speech, freedom from torture).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the 'Abolition of Slavery Act 1833'?,A key historical development in human rights that abolished slavery throughout the British Empire.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the 'Magna Carta's' link to human rights?,It established early principles of due process and limited government power, influencing later human rights documents.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'human trafficking'?,The illegal trade of people for exploitation or commercial gain.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the 'role of NGOs' (Non-Government Organisations) in human rights?,To advocate for human rights, monitor abuses, and provide assistance to victims.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'cultural relativism' in human rights?,The idea that human rights are not universal but are culturally determined, leading to debates about their application.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'universalism' in human rights?,The belief that human rights are universal and apply to all people, regardless of culture or background.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is 'peacekeeping'?,The deployment of international forces to maintain peace and security in conflict zones, often involving human rights monitoring.
